id_poi;osm_id;nama;nama_en;nama_id;kategori;sub_kategori;latitude;longitude;province;district;subdistrict;village;postcode;alamat_jalan;nomor_jalan;alamat_lengkap;alamat_terstruktur;deskripsi;teks_gabungan;tahun_berdiri;operator;akses;kapasitas;heritage;jam_buka;harga_tiket;fasilitas;website;telepon;email;wikipedia;wikidata;has_deskripsi;persen_kelengkapan;jumlah_tags;raw_tags;kode_pos;full_address
5843;('way', 512761910);Masjid Muhajirin;nan;nan;amenity;place_of_worship;-6.304.273;106.874.912;Jawa;Jakarta Timur;Ciracas;Rambutan;13830;nan;nan;Jalan Delima Raya;nan, Kel. Rambutan, Kec. Ciracas, Jakarta Timur, Jawa, 13830;;Nama: Masjid Muhajirin. Kategori: amenity. Jenis: place_of_worship. Lokasi: Ciracas, Jakarta Timur, Jawa. Dikelola oleh: nan. Berdiri sejak: nan. Jam Operasional: nan;nan;nan;-;nan;-;nan;-;-;nan;nan;nan;nan;nan;FALSE;80.0;17;"{""amenity"": ""place_of_worship"", ""name"": ""Masjid Muhajirin"", ""building"": ""mosque"", ""religion"": ""muslim"", ""addr:city"": ""DKI Jakarta"", ""source"": ""HOT_InAWARESurvey_2017"", ""building:levels"": ""2"", ""addr:full"": ""Jalan Delima Raya"", ""access:roof"": ""yes"", ""backup_generator"": ""no"", ""capacity:persons"": ""250-500"", ""evacuation_center"": ""no"", ""building:condition"": ""good"", ""building:floor"": ""ceramics"", ""building:roof"": ""concrete"", ""building:structure"": ""confined_masonry"", ""building:walls"": ""brick""}";nan;Masjid Muhajirin, Jalan Delima Raya, RW 03, Rambutan, Ciracas, Jakarta Timur, Daerah Khusus Ibukota Jakarta, Jawa, 13830, Indonesia
5844;('way', 512761923);Masjid Jami Darul Akhyar;nan;nan;amenity;place_of_worship;-6.306.834;106.873.947;Jawa;Jakarta Timur;Ciracas;Rambutan;13830;nan;nan;Jalan Asgo II;nan, Kel. Rambutan, Kec. Ciracas, Jakarta Timur, Jawa, 13830;;Nama: Masjid Jami Darul Akhyar. Kategori: amenity. Jenis: place_of_worship. Lokasi: Ciracas, Jakarta Timur, Jawa. Dikelola oleh: nan. Berdiri sejak: nan. Jam Operasional: nan;nan;nan;-;nan;-;nan;-;-;nan;nan;nan;nan;nan;FALSE;80.0;16;"{""amenity"": ""place_of_worship"", ""name"": ""Masjid Jami Darul Akhyar"", ""building"": ""mosque"", ""religion"": ""muslim"", ""addr:city"": ""DKI Jakarta"", ""source"": ""HOT_InAWARESurvey_2017"", ""building:levels"": ""2"", ""addr:full"": ""Jalan Asgo II"", ""access:roof"": ""yes"", ""backup_generator"": ""no"", ""capacity:persons"": "">500"", ""evacuation_center"": ""no"", ""building:condition"": ""good"", ""building:floor"": ""ceramics"", ""building:roof"": ""concrete"", ""building:structure"": ""confined_masonry""}";nan;Masjid Jami Darul Akhyar, Gang Wangkal, RW 03, Rambutan, Ciracas, Jakarta Timur, Daerah Khusus Ibukota Jakarta, Jawa, 13830, Indonesia
5845;('way', 512762613);Masjid Jami Al-Barkah;nan;nan;amenity;place_of_worship;-6.299.493;106.857.643;Jawa;Jakarta Timur;Pasar Rebo;Gedong;13760;nan;nan;Jalan Masjid;nan, Kel. Gedong, Kec. Pasar Rebo, Jakarta Timur, Jawa, 13760;;Nama: Masjid Jami Al-Barkah. Kategori: amenity. Jenis: place_of_worship. Lokasi: Pasar Rebo, Jakarta Timur, Jawa. Dikelola oleh: nan. Berdiri sejak: nan. Jam Operasional: nan;nan;nan;-;nan;-;nan;-;-;nan;nan;nan;nan;nan;FALSE;80.0;16;"{""amenity"": ""place_of_worship"", ""name"": ""Masjid Jami Al-Barkah"", ""building"": ""mosque"", ""religion"": ""muslim"", ""addr:city"": ""DKI Jakarta"", ""source"": ""HOT_InAWARESurvey_2017"", ""building:levels"": ""2"", ""addr:full"": ""Jalan Masjid"", ""access:roof"": ""no"", ""backup_generator"": ""no"", ""capacity:persons"": ""250-500"", ""building:condition"": ""good"", ""building:floor"": ""ceramics"", ""building:roof"": ""tile"", ""building:structure"": ""confined_masonry"", ""building:walls"": ""concrete""}";nan;Masjid Jami Al-Barkah, Jalan Masjid Gedong, RW 01, Gedong, Pasar Rebo, Jakarta Timur, Daerah Khusus Ibukota Jakarta, Jawa, 13760, Indonesia
5846;('way', 512762626);Masjid An-Nur;nan;nan;amenity;place_of_worship;-6.298.161;106.859.469;Jawa;Jakarta Timur;Pasar Rebo;Gedong;13760;nan;nan;Jalan Serilang;nan, Kel. Gedong, Kec. Pasar Rebo, Jakarta Timur, Jawa, 13760;;Nama: Masjid An-Nur. Kategori: amenity. Jenis: place_of_worship. Lokasi: Pasar Rebo, Jakarta Timur, Jawa. Dikelola oleh: nan. Berdiri sejak: nan. Jam Operasional: nan;nan;nan;-;nan;-;nan;-;-;nan;nan;nan;nan;nan;FALSE;80.0;16;"{""amenity"": ""place_of_worship"", ""name"": ""Masjid An-Nur"", ""building"": ""mosque"", ""religion"": ""muslim"", ""addr:city"": ""DKI Jakarta"", ""source"": ""HOT_InAWARESurvey_2017"", ""building:levels"": ""2"", ""addr:full"": ""Jalan Serilang"", ""access:roof"": ""no"", ""backup_generator"": ""no"", ""capacity:persons"": ""250-500"", ""building:condition"": ""good"", ""building:floor"": ""ceramics"", ""building:roof"": ""tile"", ""building:structure"": ""confined_masonry"", ""building:walls"": ""concrete""}";nan;Masjid An-Nur, Gang Asebih, RW 12, Gedong, Pasar Rebo, Jakarta Timur, Daerah Khusus Ibukota Jakarta, Jawa, 13760, Indonesia
5847;('way', 512762652);Masjid Jami Al-Fithrah;nan;nan;amenity;place_of_worship;-6.299.964;106.864.971;Jawa;Jakarta Timur;Pasar Rebo;Gedong;13670;nan;nan;Jalan H. Taiman Raya;nan, Kel. Gedong, Kec. Pasar Rebo, Jakarta Timur, Jawa, 13670;;Nama: Masjid Jami Al-Fithrah. Kategori: amenity. Jenis: place_of_worship. Lokasi: Pasar Rebo, Jakarta Timur, Jawa. Dikelola oleh: nan. Berdiri sejak: nan. Jam Operasional: nan;nan;nan;-;nan;-;nan;-;-;nan;nan;nan;nan;nan;FALSE;80.0;17;"{""amenity"": ""place_of_worship"", ""name"": ""Masjid Jami Al-Fithrah"", ""building"": ""mosque"", ""religion"": ""muslim"", ""addr:city"": ""DKI Jakarta"", ""source"": ""HOT_InAWARESurvey_2017"", ""building:levels"": ""2"", ""addr:full"": ""Jalan H. Taiman Raya"", ""access:roof"": ""no"", ""backup_generator"": ""no"", ""capacity:persons"": ""250-500"", ""building:condition"": ""good"", ""building:floor"": ""ceramics"", ""building:roof"": ""tin"", ""building:structure"": ""confined_masonry"", ""building:walls"": ""concrete"", ""building:use"": ""place_of_worship""}";nan;Masjid Jami Al-Fithrah, Jalan Haji Taiman Barat, RW 02, Gedong, Pasar Rebo, Jakarta Timur, Daerah Khusus Ibukota Jakarta, Jawa, 13670, Indonesia
5848;('way', 512762681);Masjid An-Nuriyah;nan;nan;amenity;place_of_worship;-6.295.028;106.859.213;Jawa;Jakarta Timur;Pasar Rebo;Gedong;13760;nan;nan;Jalan Remaja II;nan, Kel. Gedong, Kec. Pasar Rebo, Jakarta Timur, Jawa, 13760;;Nama: Masjid An-Nuriyah. Kategori: amenity. Jenis: place_of_worship. Lokasi: Pasar Rebo, Jakarta Timur, Jawa. Dikelola oleh: nan. Berdiri sejak: nan. Jam Operasional: nan;nan;nan;-;nan;-;nan;-;-;nan;nan;nan;nan;nan;FALSE;80.0;16;"{""amenity"": ""place_of_worship"", ""name"": ""Masjid An-Nuriyah"", ""building"": ""mosque"", ""religion"": ""muslim"", ""addr:city"": ""DKI Jakarta"", ""source"": ""HOT_InAWARESurvey_2017"", ""building:levels"": ""2"", ""addr:full"": ""Jalan Remaja II"", ""access:roof"": ""yes"", ""backup_generator"": ""no"", ""capacity:persons"": ""100-250"", ""building:condition"": ""good"", ""building:floor"": ""ceramics"", ""building:roof"": ""concrete"", ""building:structure"": ""confined_masonry"", ""building:walls"": ""concrete""}";nan;Masjid An-Nuriyah, Gang Remaja 2, RW 03, Gedong, Pasar Rebo, Jakarta Timur, Daerah Khusus Ibukota Jakarta, Jawa, 13760, Indonesia
5849;('way', 512775870);Gereja Pantekosta di Indonesia Jemaat Anugerah;nan;nan;amenity;place_of_worship;-6.141.932;106.901.342;Jawa;Jakarta Utara;Kelapa Gading;Kelapa Gading Barat;14240;nan;nan;Jalan Raya Rawa Sengon;nan, Kel. Kelapa Gading Barat, Kec. Kelapa Gading, Jakarta Utara, Jawa, 14240;;Nama: Gereja Pantekosta di Indonesia Jemaat Anugerah. Kategori: amenity. Jenis: place_of_worship. Lokasi: Kelapa Gading, Jakarta Utara, Jawa. Dikelola oleh: nan. Berdiri sejak: nan. Jam Operasional: nan;nan;nan;-;nan;-;nan;-;-;nan;nan;nan;nan;nan;FALSE;80.0;16;"{""amenity"": ""place_of_worship"", ""name"": ""Gereja Pantekosta di Indonesia Jemaat Anugerah"", ""building"": ""church"", ""religion"": ""christian"", ""addr:city"": ""DKI Jakarta"", ""source"": ""HOT_InAWARESurvey_2017"", ""building:levels"": ""1"", ""addr:full"": ""Jalan Raya Rawa Sengon"", ""access:roof"": ""no"", ""backup_generator"": ""no"", ""capacity:persons"": ""50-100"", ""building:condition"": ""good"", ""building:floor"": ""ceramics"", ""building:roof"": ""asbestos"", ""building:structure"": ""confined_masonry"", ""building:walls"": ""brick""}";nan;Gereja Pantekosta di Indonesia Jemaat Anugerah, Jalan Gading Sengon Raya, RW 22, Kelapa Gading Barat, Kelapa Gading, Jakarta Utara, Daerah Khusus Ibukota Jakarta, Jawa, 14240, Indonesia
5850;('way', 512825253);Masjid Jami Al-Mujahidin;nan;nan;amenity;place_of_worship;-6.301.255;106.860.203;Jawa;Jakarta Timur;Pasar Rebo;Gedong;13760;nan;nan;nan;nan, Kel. Gedong, Kec. Pasar Rebo, Jakarta Timur, Jawa, 13760;;Nama: Masjid Jami Al-Mujahidin. Kategori: amenity. Jenis: place_of_worship. Lokasi: Pasar Rebo, Jakarta Timur, Jawa. Dikelola oleh: nan. Berdiri sejak: nan. Jam Operasional: nan;nan;nan;-;nan;-;nan;-;-;nan;nan;nan;nan;nan;FALSE;80.0;15;"{""amenity"": ""place_of_worship"", ""name"": ""Masjid Jami Al-Mujahidin"", ""building"": ""mosque"", ""religion"": ""muslim"", ""addr:city"": ""DKI Jakarta"", ""source"": ""HOT_InAWARESurvey_2017"", ""building:levels"": ""1"", ""access:roof"": ""yes"", ""backup_generator"": ""no"", ""capacity:persons"": ""50-100"", ""building:condition"": ""good"", ""building:floor"": ""ceramics"", ""building:roof"": ""concrete"", ""building:structure"": ""confined_masonry"", ""building:walls"": ""concrete""}";nan;Masjid Jami Al-Mujahidin, Gang Hamimah, RW 08, Gedong, Pasar Rebo, Jakarta Timur, Daerah Khusus Ibukota Jakarta, Jawa, 13760, Indonesia
5851;('way', 512826629);Mushalla Jamiatul Huda;nan;nan;amenity;place_of_worship;-6.153.427;106.708.036;Jawa;Jakarta Barat;Kalideres;Kalideres;11840;nan;nan;nan;nan, Kel. Kalideres, Kec. Kalideres, Jakarta Barat, Jawa, 11840;;Nama: Mushalla Jamiatul Huda. Kategori: amenity. Jenis: place_of_worship. Lokasi: Kalideres, Jakarta Barat, Jawa. Dikelola oleh: nan. Berdiri sejak: nan. Jam Operasional: nan;nan;nan;-;nan;-;nan;-;-;nan;nan;nan;nan;nan;FALSE;80.0;5;"{""amenity"": ""place_of_worship"", ""name"": ""Mushalla Jamiatul Huda"", ""building"": ""yes"", ""religion"": ""muslim"", ""alt_name"": ""Musholla Jamiatul Huda""}";nan;Mushalla Jamiatul Huda, Jalan Madrasah Raya, RW 01, Kalideres, Jakarta Barat, Daerah Khusus Ibukota Jakarta, Jawa, 11840, Indonesia
5852;('way', 513486514);Mushola Al-Ikhlas;nan;nan;amenity;place_of_worship;-6.359.515;106.877.757;Jawa;Jakarta Timur;Ciracas;Cibubur;13720;nan;nan;nan;nan, Kel. Cibubur, Kec. Ciracas, Jakarta Timur, Jawa, 13720;;Nama: Mushola Al-Ikhlas. Kategori: amenity. Jenis: place_of_worship. Lokasi: Ciracas, Jakarta Timur, Jawa. Dikelola oleh: nan. Berdiri sejak: nan. Jam Operasional: nan;nan;nan;-;nan;-;nan;-;-;nan;nan;nan;nan;nan;FALSE;80.0;4;"{""amenity"": ""place_of_worship"", ""name"": ""Mushola Al-Ikhlas"", ""building"": ""mosque"", ""religion"": ""muslim""}";nan;Mushola Al-Ikhlas, Jalan Haji Ali Sholihin, RW 10, Cibubur, Ciracas, Jakarta Timur, Daerah Khusus Ibukota Jakarta, Jawa, 13720, Indonesia
5853;('way', 513486526);Mushola Annur Aswaja;nan;nan;amenity;place_of_worship;-6.357.423;106.879.296;Jawa;Jakarta Timur;Ciracas;Cibubur;13720;nan;nan;nan;nan, Kel. Cibubur, Kec. Ciracas, Jakarta Timur, Jawa, 13720;;Nama: Mushola Annur Aswaja. Kategori: amenity. Jenis: place_of_worship. Lokasi: Ciracas, Jakarta Timur, Jawa. Dikelola oleh: nan. Berdiri sejak: nan. Jam Operasional: nan;nan;nan;-;nan;-;nan;-;-;nan;nan;nan;nan;nan;FALSE;80.0;4;"{""amenity"": ""place_of_worship"", ""name"": ""Mushola Annur Aswaja"", ""building"": ""mosque"", ""religion"": ""muslim""}";nan;Mushola Annur Aswaja, Jalan Blok Duku, RW 10, Cibubur, Ciracas, Jakarta Timur, Daerah Khusus Ibukota Jakarta, Jawa, 13720, Indonesia
5854;('way', 513486534);Musholla Nurul Hikmah;nan;nan;amenity;place_of_worship;-6.353.961;106.873.809;Jawa;Jakarta Timur;Ciracas;Cibubur;13730;nan;nan;nan;nan, Kel. Cibubur, Kec. Ciracas, Jakarta Timur, Jawa, 13730;;Nama: Musholla Nurul Hikmah. Kategori: amenity. Jenis: place_of_worship. Lokasi: Ciracas, Jakarta Timur, Jawa. Dikelola oleh: nan. Berdiri sejak: nan. Jam Operasional: nan;nan;nan;-;nan;-;nan;-;-;nan;nan;nan;nan;nan;FALSE;80.0;4;"{""amenity"": ""place_of_worship"", ""name"": ""Musholla Nurul Hikmah"", ""building"": ""mosque"", ""religion"": ""muslim""}";nan;Musholla Nurul Hikmah, Jalan SMP 258, RW 10, Cibubur, Ciracas, Jakarta Timur, Daerah Khusus Ibukota Jakarta, Jawa, 13730, Indonesia
5855;('way', 513522122);Masjid Jami Al Mujahidin;nan;nan;amenity;place_of_worship;-6.330.164;10.683.661;Jawa;Jakarta Selatan;Jagakarsa;Lenteng Agung;12620;nan;nan;Jalan Swadaya III;nan, Kel. Lenteng Agung, Kec. Jagakarsa, Jakarta Selatan, Jawa, 12620;;Nama: Masjid Jami Al Mujahidin. Kategori: amenity. Jenis: place_of_worship. Lokasi: Jagakarsa, Jakarta Selatan, Jawa. Dikelola oleh: nan. Berdiri sejak: nan. Jam Operasional: nan;nan;nan;-;nan;-;nan;-;-;nan;nan;nan;nan;nan;FALSE;80.0;17;"{""amenity"": ""place_of_worship"", ""name"": ""Masjid Jami Al Mujahidin"", ""building"": ""mosque"", ""religion"": ""muslim"", ""addr:city"": ""DKI Jakarta"", ""source"": ""HOT_InAWARESurvey_2017"", ""building:levels"": ""1"", ""addr:full"": ""Jalan Swadaya III"", ""access:roof"": ""no"", ""backup_generator"": ""no"", ""capacity:persons"": ""50-100"", ""evacuation_center"": ""no"", ""building:condition"": ""good"", ""building:floor"": ""ceramics"", ""building:roof"": ""tile"", ""building:structure"": ""confined_masonry"", ""building:walls"": ""brick""}";nan;Masjid Jami Al Mujahidin, Jalan Kyai Haji Ahmad Mekki, RW 07, Lenteng Agung, Jagakarsa, Jakarta Selatan, Daerah Khusus Ibukota Jakarta, Jawa, 12620, Indonesia
5856;('way', 513522160);Masjid Jami Al Ajilin;nan;nan;amenity;place_of_worship;-6.317.128;106.839.408;Jawa;Jakarta Selatan;Jagakarsa;Lenteng Agung;12530;nan;nan;Jalan H. Icang;nan, Kel. Lenteng Agung, Kec. Jagakarsa, Jakarta Selatan, Jawa, 12530;;Nama: Masjid Jami Al Ajilin. Kategori: amenity. Jenis: place_of_worship. Lokasi: Jagakarsa, Jakarta Selatan, Jawa. Dikelola oleh: nan. Berdiri sejak: nan. Jam Operasional: nan;nan;nan;-;nan;-;nan;-;-;nan;nan;nan;nan;nan;FALSE;80.0;17;"{""amenity"": ""place_of_worship"", ""name"": ""Masjid Jami Al Ajilin"", ""building"": ""mosque"", ""religion"": ""muslim"", ""addr:city"": ""DKI Jakarta"", ""source"": ""HOT_InAWARESurvey_2017"", ""building:levels"": ""2"", ""addr:full"": ""Jalan H. Icang"", ""access:roof"": ""no"", ""backup_generator"": ""no"", ""capacity:persons"": ""100-250"", ""evacuation_center"": ""no"", ""building:condition"": ""good"", ""building:floor"": ""ceramics"", ""building:roof"": ""tile"", ""building:structure"": ""confined_masonry"", ""building:walls"": ""brick""}";nan;Masjid Jami Al Ajilin, Jalan Guru Muhyin, RW 02, Lenteng Agung, Jagakarsa, Jakarta Selatan, Daerah Khusus Ibukota Jakarta, Jawa, 12530, Indonesia
5857;('way', 513522182);Masjid Al Munawaroh;nan;nan;amenity;place_of_worship;-6.314.926;106.842.001;Jawa;Jakarta Selatan;Jagakarsa;Lenteng Agung;12530;nan;nan;Jalan Tanjung Barat Selatan;nan, Kel. Lenteng Agung, Kec. Jagakarsa, Jakarta Selatan, Jawa, 12530;;Nama: Masjid Al Munawaroh. Kategori: amenity. Jenis: place_of_worship. Lokasi: Jagakarsa, Jakarta Selatan, Jawa. Dikelola oleh: nan. Berdiri sejak: nan. Jam Operasional: nan;nan;nan;-;nan;-;nan;-;-;nan;nan;nan;nan;nan;FALSE;80.0;17;"{""amenity"": ""place_of_worship"", ""name"": ""Masjid Al Munawaroh"", ""building"": ""mosque"", ""religion"": ""muslim"", ""addr:city"": ""DKI Jakarta"", ""source"": ""HOT_InAWARESurvey_2017"", ""building:levels"": ""1"", ""addr:full"": ""Jalan Tanjung Barat Selatan"", ""access:roof"": ""no"", ""backup_generator"": ""no"", ""capacity:persons"": ""50-100"", ""evacuation_center"": ""no"", ""building:condition"": ""good"", ""building:floor"": ""ceramics"", ""building:roof"": ""tile"", ""building:structure"": ""confined_masonry"", ""building:walls"": ""brick""}";nan;Masjid Al Munawaroh, Jalan Haji Icang, RW 02, Lenteng Agung, Jagakarsa, Jakarta Selatan, Daerah Khusus Ibukota Jakarta, Jawa, 12530, Indonesia
5858;('way', 513522200);Masjid Al Mubarok;nan;nan;amenity;place_of_worship;-632.865;106.832.541;Jawa;Jakarta Selatan;Jagakarsa;Lenteng Agung;12620;nan;nan;Jalan Lenteng Agung Raya;nan, Kel. Lenteng Agung, Kec. Jagakarsa, Jakarta Selatan, Jawa, 12620;;Nama: Masjid Al Mubarok. Kategori: amenity. Jenis: place_of_worship. Lokasi: Jagakarsa, Jakarta Selatan, Jawa. Dikelola oleh: nan. Berdiri sejak: nan. Jam Operasional: nan;nan;nan;-;nan;-;nan;-;-;nan;nan;nan;nan;nan;FALSE;80.0;17;"{""amenity"": ""place_of_worship"", ""name"": ""Masjid Al Mubarok"", ""building"": ""mosque"", ""religion"": ""muslim"", ""addr:city"": ""DKI Jakarta"", ""source"": ""HOT_InAWARESurvey_2017"", ""building:levels"": ""2"", ""addr:full"": ""Jalan Lenteng Agung Raya"", ""access:roof"": ""no"", ""backup_generator"": ""no"", ""capacity:persons"": ""50-100"", ""evacuation_center"": ""no"", ""building:condition"": ""good"", ""building:floor"": ""ceramics"", ""building:roof"": ""tile"", ""building:structure"": ""confined_masonry"", ""building:walls"": ""brick""}";nan;Masjid Al Mubarok, Jalan Haji Tohir, RW 05, Lenteng Agung, Jagakarsa, Jakarta Selatan, Daerah Khusus Ibukota Jakarta, Jawa, 12620, Indonesia
5859;('way', 513522210);Masjid Jami Al Kubro;nan;nan;amenity;place_of_worship;-6.325.942;106.833.093;Jawa;Jakarta Selatan;Jagakarsa;Lenteng Agung;12620;nan;nan;Jalan Raya Lenteng Agung;nan, Kel. Lenteng Agung, Kec. Jagakarsa, Jakarta Selatan, Jawa, 12620;;Nama: Masjid Jami Al Kubro. Kategori: amenity. Jenis: place_of_worship. Lokasi: Jagakarsa, Jakarta Selatan, Jawa. Dikelola oleh: nan. Berdiri sejak: nan. Jam Operasional: nan;nan;nan;-;nan;-;nan;-;-;nan;nan;nan;nan;nan;FALSE;80.0;17;"{""amenity"": ""place_of_worship"", ""name"": ""Masjid Jami Al Kubro"", ""building"": ""mosque"", ""religion"": ""muslim"", ""addr:city"": ""DKI Jakarta"", ""source"": ""HOT_InAWARESurvey_2017"", ""building:levels"": ""2"", ""addr:full"": ""Jalan Raya Lenteng Agung"", ""access:roof"": ""no"", ""backup_generator"": ""no"", ""capacity:persons"": ""50-100"", ""evacuation_center"": ""no"", ""building:condition"": ""good"", ""building:floor"": ""ceramics"", ""building:roof"": ""concrete"", ""building:structure"": ""confined_masonry"", ""building:walls"": ""brick""}";nan;Masjid Jami Al Kubro, Jalan Lenteng Agung Raya, RW 05, Lenteng Agung, Jagakarsa, Jakarta Selatan, Daerah Khusus Ibukota Jakarta, Jawa, 12620, Indonesia
5860;('way', 513522235);Masjid Jami Al Ghoni;nan;nan;amenity;place_of_worship;-632.335;106.834.173;Jawa;Jakarta Selatan;Jagakarsa;Lenteng Agung;12620;nan;nan;Jalan Raya Lenteng Agung;nan, Kel. Lenteng Agung, Kec. Jagakarsa, Jakarta Selatan, Jawa, 12620;;Nama: Masjid Jami Al Ghoni. Kategori: amenity. Jenis: place_of_worship. Lokasi: Jagakarsa, Jakarta Selatan, Jawa. Dikelola oleh: nan. Berdiri sejak: nan. Jam Operasional: nan;nan;nan;-;nan;-;nan;-;-;nan;nan;nan;nan;nan;FALSE;80.0;17;"{""amenity"": ""place_of_worship"", ""name"": ""Masjid Jami Al Ghoni"", ""building"": ""mosque"", ""religion"": ""muslim"", ""addr:city"": ""DKI Jakarta"", ""source"": ""HOT_InAWARESurvey_2017"", ""building:levels"": ""1"", ""addr:full"": ""Jalan Raya Lenteng Agung"", ""access:roof"": ""no"", ""backup_generator"": ""no"", ""capacity:persons"": ""50-100"", ""evacuation_center"": ""no"", ""building:condition"": ""good"", ""building:floor"": ""ceramics"", ""building:roof"": ""tile"", ""building:structure"": ""confined_masonry"", ""building:walls"": ""brick""}";nan;Masjid Jami Al Ghoni, Gang Waspada I, RW 05, Lenteng Agung, Jagakarsa, Jakarta Selatan, Daerah Khusus Ibukota Jakarta, Jawa, 12620, Indonesia
5861;('way', 513522261);Masjid Jami Al Sofwa;nan;nan;amenity;place_of_worship;-6.319.818;106.835.591;Jawa;Jakarta Selatan;Jagakarsa;Lenteng Agung;12530;nan;nan;Jalan Raya Lenteng Agung Barat;nan, Kel. Lenteng Agung, Kec. Jagakarsa, Jakarta Selatan, Jawa, 12530;;Nama: Masjid Jami Al Sofwa. Kategori: amenity. Jenis: place_of_worship. Lokasi: Jagakarsa, Jakarta Selatan, Jawa. Dikelola oleh: nan. Berdiri sejak: nan. Jam Operasional: nan;nan;nan;-;nan;-;nan;-;-;nan;nan;nan;nan;nan;FALSE;80.0;17;"{""amenity"": ""place_of_worship"", ""name"": ""Masjid Jami Al Sofwa"", ""building"": ""mosque"", ""religion"": ""muslim"", ""addr:city"": ""DKI Jakarta"", ""source"": ""HOT_InAWARESurvey_2017"", ""building:levels"": ""2"", ""addr:full"": ""Jalan Raya Lenteng Agung Barat"", ""access:roof"": ""no"", ""backup_generator"": ""no"", ""capacity:persons"": ""50-100"", ""evacuation_center"": ""no"", ""building:condition"": ""good"", ""building:floor"": ""ceramics"", ""building:roof"": ""concrete"", ""building:structure"": ""confined_masonry"", ""building:walls"": ""brick""}";nan;Masjid Jami Al Sofwa, Jalan Mushollah, RW 01, Lenteng Agung, Jagakarsa, Jakarta Selatan, Daerah Khusus Ibukota Jakarta, Jawa, 12530, Indonesia
5862;('way', 513522268);Masjid Jami Ar Rohmah;nan;nan;amenity;place_of_worship;-631.467;106.836.323;Jawa;Jakarta Selatan;Jagakarsa;Lenteng Agung;12530;nan;nan;Jalan Raya Lenteng Agung Barat;nan, Kel. Lenteng Agung, Kec. Jagakarsa, Jakarta Selatan, Jawa, 12530;;Nama: Masjid Jami Ar Rohmah. Kategori: amenity. Jenis: place_of_worship. Lokasi: Jagakarsa, Jakarta Selatan, Jawa. Dikelola oleh: nan. Berdiri sejak: nan. Jam Operasional: nan;nan;nan;-;nan;-;nan;-;-;nan;nan;nan;nan;nan;FALSE;80.0;17;"{""amenity"": ""place_of_worship"", ""name"": ""Masjid Jami Ar Rohmah"", ""building"": ""mosque"", ""religion"": ""muslim"", ""addr:city"": ""DKI Jakarta"", ""source"": ""HOT_InAWARESurvey_2017"", ""building:levels"": ""2"", ""addr:full"": ""Jalan Raya Lenteng Agung Barat"", ""access:roof"": ""no"", ""backup_generator"": ""no"", ""capacity:persons"": ""50-100"", ""evacuation_center"": ""no"", ""building:condition"": ""good"", ""building:floor"": ""ceramics"", ""building:roof"": ""concrete"", ""building:structure"": ""confined_masonry"", ""building:walls"": ""brick""}";nan;Masjid Jami Ar Rohmah, Jalan Lenteng Agung Barat, RW 01, Lenteng Agung, Jagakarsa, Jakarta Selatan, Daerah Khusus Ibukota Jakarta, Jawa, 12530, Indonesia
5863;('way', 513554729);Gereja Katolik St. Thomas Rasul;nan;nan;amenity;place_of_worship;-6.164.478;106.741.856;Jawa;Jakarta Barat;Cengkareng;Rawa Buaya;11740;nan;nan;Jalan Pakis Blok G5;nan, Kel. Rawa Buaya, Kec. Cengkareng, Jakarta Barat, Jawa, 11740;;Nama: Gereja Katolik St. Thomas Rasul. Kategori: amenity. Jenis: place_of_worship. Lokasi: Cengkareng, Jakarta Barat, Jawa. Dikelola oleh: nan. Berdiri sejak: nan. Jam Operasional: nan;nan;nan;-;nan;-;nan;-;-;nan;nan;nan;nan;nan;FALSE;80.0;17;"{""amenity"": ""place_of_worship"", ""name"": ""Gereja Katolik St. Thomas Rasul"", ""building"": ""church"", ""religion"": ""christian"", ""addr:city"": ""DKI Jakarta"", ""addr:postcode"": ""11740"", ""source"": ""HOT_InAWARESurvey_2017"", ""building:levels"": ""2"", ""addr:full"": ""Jalan Pakis Blok G5"", ""access:roof"": ""yes"", ""backup_generator"": ""yes"", ""capacity:persons"": ""100-250"", ""building:condition"": ""good"", ""building:floor"": ""ceramics"", ""building:roof"": ""concrete"", ""building:structure"": ""confined_masonry"", ""building:walls"": ""brick""}";11740;Gereja Katolik St. Thomas Rasul, Jalan Kacang Panjang, RW 07, Rawa Buaya, Cengkareng, Jakarta Barat, Daerah Khusus Ibukota Jakarta, Jawa, 11740, Indonesia
